1,0.24150001489105544
2,0.23979314355905532
3,0.2387703739673994
4,0.23782682966589536
5,0.2369397097876841
6,0.2361038173676673
7,0.23531499991780314
8,0.2345693327774253
9,0.23386313966497937
10,0.23319302438952452
11,0.2325558820310365
12,0.23194889471726046
13,0.23136951783018714
14,0.23081546083201276
15,0.23028466561325764
16,0.22977528426666075
17,0.22928565747480692
18,0.2288142941993885
19,0.22835985302344972
20,0.22792112527878844
21,0.22749701995405913
22,0.22708655029858235
23,0.22668882199380083
24,0.2263030227453167
25,0.22592841314452056
26,0.2255643186538813
27,0.22521012257992254
28,0.22486525991027811
29,0.22452921190422626
30,0.22420150133900968
31,0.2238816883262487
32,0.22356936662382781
33,0.22326416037845062
34,0.2229657212428224
35,0.2226737258190418
36,0.2223878733863875
37,0.2221078838774834
38,0.2218334960717104
39,0.2215644659790189
40,0.22130056539093612
41,0.22104158057869042
42,0.22078731112106478
43,0.22053756884687073
44,0.22029217687894836
45,0.22005096876824853
46,0.21981378770805649
47,0.2195804858196125
48,0.21935092350153035
49,0.21912496883630098
50,0.21890249704799133
